lec_id,f_id,check,pro_id,random,answer_no.,question,passage,answer,choice1,choice2,choice3,index,index_f,page,check,ex_pro_id,random,answer_no.,question_2,passage_2,answer_2,choice1_2,choice2_2,choice3_2,,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸에 들어갈 말로 가장 적절한 것을 고르시오. ,"The history of perspective in Western painting matters because of what it reveals for the art of living. Just as most artists conform to the stylistic conventions of the era into which they are born, we similarly conform to prevailing social conventions about how to live. These unwritten rules typically include getting married and having children, owning your own home and having a mortgage, having a regular job and commuting to work, and flying abroad for holidays. For some people these are realities, for others they remain aspirations. It is common to _______________________________. At this point
in Western history, they are amongst the dominant conventions that most of us have accepted with little questioning, much as Vermeer and other Dutch baroque painters of the seventeenth century accepted linear perspective without question. It is difficult to see beyond the limitations of the culture that has shaped our ways of looking at the world and at ourselves. We are trapped in the perspective of our own time. <br><div style=""float: right;"">*mortgage: 담보 대출</div>",feel social pressure to comply with them,distinguish them from ideas and wishes,apply them to create inspirational artworks,ignore them on account of their complexity,,,,0,,1,1,다음 중 비유 연결사로 옳은 것을 고르시오. ,,likewise,namely,therefore,yet,,,,
3,3D2_03_01,0,,0,2,다음 (A)~(D) 중 형광펜으로 표기된 부분이 의미하는 것을 고르시오. ,"The history of perspective in Western painting matters because of what it reveals for the art of living. Just as (A)<u>most artists</u> conform to the stylistic conventions of the era into which they are born, we similarly conform to (B)<u>prevailing social conventions</u> about how to live. These unwritten rules typically include getting married and having children, owning your own home and having a mortgage, having a regular job and commuting to work, and flying abroad for holidays. For (C)<u>some people</u> these are realities, for others they remain (D)<u>aspirations</u>. It is common to feel social pressure to comply with <mark>them</mark>. At this point in Western history, they are amongst the dominant conventions that most of us have accepted with little questioning, much as Vermeer and other Dutch baroque painters of the seventeenth century accepted linear perspective without question. It is difficult to see beyond the limitations of the culture that has shaped our ways of looking at the world and at ourselves. We are trapped in the perspective of our own time. <br><div style=""float: right;"">*mortgage: 담보 대출</div>",(A),(B),(C),(D),,,,0,,1,1,다음 중 빈칸이 있는 문장을 해석하고 파악한 내용을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",문제와 해결의 순환적 팽창이 <u>_____</u> 한다,문제와 해결 둘 다 <u>_____</u> 한다,,,,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸이 있는 문장을 해석하고 파악한 내용을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",그러나 생태학적 상호작용의 환경은 <u>_____</u>'이다,그러나 생태학의 환경은 <u>_____</u> 하게 상호작용한다,,,,,,0,,1,1,다음 중 빈칸 문장을 읽은 다음의 독해 방향을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",빈칸 앞,빈칸 뒤,,,,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸 문장을 읽은 다음의 독해 방향을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",빈칸 앞,빈칸 뒤,,,,,,0,,1,1,다음 중 독해의 방향을 정한 이유를 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",문장에 지시사가 있음,문장에 연결사가 있음,문장에 대명사가 있음,문장에 빈칸 앞을 읽을 근거가 없음,,,,
3,3D2_03_01,0,,1,1,다음 중 독해의 방향을 정한 이유를 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",문장에 연결사가 있음,빈칸 문장에 바로 앞 문장을 읽을 근거가 없음,문장에 지시사가 있음,문장에 대명사가 있음,,,,0,,1,1,다음 중 (A)문장을 읽은 후 해석해야 하는 문장의 첫 단어로 옳은 것을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. (A)<u>The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow</u>. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",Ever since ,But,Protopia,The problems ,,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸 앞 문장을 읽고 파악한 내용으로 옳은 것을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",자연은 인간의 개입과 무관하게 자율적이며 역동성을 가지고 있다,자연은 인간의 개입에 의존하며 반드시 안정적이지는 않은 역동성을 가지고 있다,,,,,,0,,0,2,다음 (A)~(C)중 형광펜 부분으로 표기된 부분과 같은 의미인 것을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed <mark>to create a tiny bit more</mark> than (A)<u>we’ve destroyed each year</u>. But that (B)<u>few percent positive difference</u> is compounded over decades into what (C)<u>we might call civilization</u>. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",(A),(B),(C),,,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸 앞 문장과 빈칸 문장의 관계로 옳은 것을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",반대 내용,같은 내용,,,,,,0,,1,1,다음 중 형광펜 부분으로 표기된 부분이 의미하는 것을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. <mark>Its benefits</mark> never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",창조가 파괴보다 조금 더 많이 일어나는 것,창조 하는 것 만큼 파괴가 일어나는 것,창조 보다 파괴가 조금 더 많이 일어나는 것,,,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸에 들어갈 내용으로 옳은 것을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",인간이 자연에 더 개입하게 되었다,자연은 인간의 개입과 무관하게 자율적이다,,,,,,0,,0,2,다음 (A)~(D)중 빈칸 문장에 들어갈 내용을 추척한 단서로 옳지 <u>않은</u> 것을 고르시오.,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed (A)<u>to create a tiny bit more</u> than (B)<u>we’ve destroyed each year</u>. But that (C)<u>few percent positive difference is compounded</u> over decades into what we might call civilization. Its benefits (D)<u>never star in movies</u>. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",(A),(B),(C),(D),,,,
3,3D2_03_01,0,,1,1,다음 중 빈칸에 들어갈 말로 가장 적절한 것을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions _____________________________. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",has increasingly been set by humanity ,inspires creative cultural practices,changes too frequently to be regulated,has been affected by various natural conditions,,,,0,,1,1,다음 중 빈칸에 들어갈 내용으로 옳은 것을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",변화가 거의 보이지 않는다,상당한 변화를 보인다,변화를 예측할 수 있다,변화가 없다,,,,
3,3D2_03_01,0,,0,4,다음 (A)~(D) 중 의미하는 바가 <u>다른</u> 것을 고르시오. ,"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds ― ‘new’ at least to Euro ― peans the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. (A)<u>Ecological relationships certainly have their own logic</u> and in this sense (B)<u>‘nature’ can be seen to have a self-regulating</u> but not necessarily stable dynamic (C)<u>independent of human intervention</u>. But the context for ecological interactions has increasingly been set by humanity . We may not determine how or what a lion eats but (D)<u>we certainly can regulate where the lion feeds</u>. <br><div style=""float: right;"">*conceit: 생각 **primeval: 원시(시대)의 ***ecological: 생태학의</div>",(A),(B),(C),(D),,,,0,,1,1,다음 중 빈칸에 들어갈 말로 가장 적절한 것을 고르시오. ,"Protopia is a state of becoming, rather than a destination.It is a process. In the protopian mode, things are better today than they were yesterday, although only a little better. It is incremental improvement or mild progress. The “pro” in protopian stems from the notions of process and progress. This subtle progress is not dramatic, not exciting. It is easy to miss because a protopia generates almost as many new problems as new benefits. The problems of today were caused by yesterday’s technological successes, and the technological solutions to today’s problems will cause the problems of tomorrow. This circular expansion of both problems and solutions _______________________. Ever since the Enlightenment and the invention of science, we’ve managed to create a tiny bit more than we’ve destroyed each year. But that few percent positive difference is compounded over decades into what we might call civilization. Its benefits never star in movies. <br><div style=""float: right;"">*incremental: 증가의 **compound: 조합하다</div>",hides a steady accumulation of small net benefits over time ,produces a considerable change in technological successes,makes it difficult to predict the future with confidence ,conceals the limits of innovations at the present time ,,,,
4,3D2_04_01,0,,1,1,다음 중 빈칸 문장을 읽은 다음의 독해 방향을 고르시오. ,"The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on the conviction that praise and rewards flow from effort alone. In the face of this embarrassment, we ______________________. This can be seen, for example, in television coverage of the Olympics, which focuses less on the feats the athletes perform than on heartbreaking stories of the hardships and obstacles they have overcome, and the struggles they have gone through to triumph over injury, or a difficult childhood, or political turmoil in their native land.<br><div style=""float: right;"">*meritocratic: 능력주의의 **vindicate: (정당성을) 입증하다</div>",빈칸 앞,빈칸 뒤,,,,,,0,,1,1,다음 중 빈칸 문장을 읽은 다음의 독해 방향을 고르시오. ,"Fans feel for feeling’s own sake. They make meanings beyond what seems to be on offer. They build identities and experiences, and make artistic creations of their own to share with others. A person can be an individual fan, feeling an “idealized connection with a star, strong feelings of memory and nostalgia,” and engaging in activities like “collecting to develop a sense of self.” But, more often, individual experiences are embedded in social contexts where other people with shared attachments socialize around the object of their affections. Much of the pleasure of fandom ______________________. In their diaries, Bostonians of the 1800s described being part of the crowds at concerts as part of the pleasure of attendance. A compelling argument can be made that what fans love is less the object of their fandom than the attachments to (and differentiations from) one another that those affections afford.<br><div style=""float: right;"">*embed : 끼워 넣다 **compelling: 강력한</div>",빈칸 뒤,빈칸 앞,,,,,,
4,3D2_04_01,0,,1,1,다음 중 독해의 방향을 정한 이유를 고르시오. ,"The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on the conviction that praise and rewards flow from effort alone. In the face of this embarrassment, we ______________________. This can be seen, for example, in television coverage of the Olympics, which focuses less on the feats the athletes perform than on heartbreaking stories of the hardships and obstacles they have overcome, and the struggles they have gone through to triumph over injury, or a difficult childhood, or political turmoil in their native land.<br><div style=""float: right;"">*meritocratic: 능력주의의 **vindicate: (정당성을) 입증하다</div>",문장에 지시사가 있음,문장에 대명사가 있음,문장에 연결사가 있음,빈칸 문장에 바로 앞 문장을 읽을 근거가 없음,,,,0,,0,3,다음 (A)~(D) 중 형광펜으로 표기된 것과 paraphrased된 표현을 고르시오.,"Fans feel for feeling’s own sake. They make meanings beyond what seems to be on offer. They build identities and experiences, and make artistic creations of their own to share with others. A person can be an individual fan, feeling an “idealized connection with a star, strong feelings of memory and nostalgia,” and engaging in activities like “collecting to develop a sense of self.” But, more often, individual experiences are embedded in social contexts where other people with shared attachments socialize around the object of their affections. Much of <mark>the pleasure of fandom</mark> __________________________. In (A)<u>their diaries</u>, Bostonians of the 1800s described being part of the crowds at (B)<u>concerts</u> as part of (C)<u>the pleasure of attendance</u>. (D)<u>A compelling argument</u> can be made that what fans love is less the object of their fandom than the attachments to (and differentiations from) one another that those affections afford.<br><div style=""float: right;"">*embed : 끼워 넣다 **compelling: 강력한</div>",(A),(B),(C),(D),,,,
4,3D2_04_01,0,,1,1,다음 중 형광펜으로 표기된 부분에 대한 필자의 어조를 고르시오. ,"The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on <mark>the conviction that praise and rewards flow from effort alone</mark>. In the face of this embarrassment, we ______________________. This can be seen, for example, in television coverage of the Olympics, which focuses less on the feats the athletes perform than on heartbreaking stories of the hardships and obstacles they have overcome, and the struggles they have gone through to triumph over injury, or a difficult childhood, or political turmoil in their native land.<br><div style=""float: right;"">*meritocratic: 능력주의의 **vindicate: (정당성을) 입증하다</div>",-,+,,,,,,0,,0,4,다음 (A)~(D) 중 의미하는 바가 <u>다른</u> 것을 고르시오. ,"Fans feel for feeling’s own sake. They make meanings beyond what seems to be on offer. They build identities and experiences, and make artistic creations of their own to share with others. A person can be an individual fan, feeling an “idealized connection with a star, strong feelings of memory and nostalgia,” and engaging in activities like “collecting to develop a sense of self.” But, more often, individual experiences are embedded in social contexts where other people with shared attachments socialize around the object of their affections. Much of the pleasure of fandom ____________________________. In their diaries, Bostonians of the 1800s described (A)<u>being part of the crowds</u> at concerts as part of (B)<u>the pleasure of attendance</u>. A compelling argument can be made that (C)<u>what fans love</u> is less (D)<u>the object of their fandom</u> than the attachments to (and differentiations from) one another that those affections afford.<br><div style=""float: right;"">*embed : 끼워 넣다 **compelling: 강력한</div>",(A),(B),(C),(D),,,,
4,3D2_04_01,0,,0,1,다음 (A)~(D) 중 의미하는 바가 <u>다른</u> 것을 고르시오. ,"The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on the conviction that praise and rewards flow from effort alone. In the face of this embarrassment, we ______________________. This can be seen, for example, in television coverage of the Olympics, which focuses less on (A)<u>the feats the athletes perform</u> than on (B)<u>heartbreaking stories of the hardships and obstacles they have overcome</u>, and (C)<u>the struggles they have gone through</u> to triumph over injury, or a difficult childhood, or (D)<u>political turmoil in their native land</i>.<br><div style=""float: right;"">*meritocratic: 능력주의의 **vindicate: (정당성을) 입증하다</div>",(A),(B),(C),(D),,,,0,,0,2,다음 (A)와 (B) 중 필자가 중요하게 생각하는 것을 고르시오. ,"Fans feel for feeling’s own sake. They make meanings beyond what seems to be on offer. They build identities and experiences, and make artistic creations of their own to share with others. A person can be an individual fan, feeling an “idealized connection with a star, strong feelings of memory and nostalgia,” and engaging in activities like “collecting to develop a sense of self.” But, more often, individual experiences are embedded in social contexts where other people with shared attachments socialize around the object of their affections. Much of the pleasure of fandom _________________________. In their diaries, Bostonians of the 1800s described being part of the crowds at concerts as part of the pleasure of attendance. A compelling argument can be made that what fans love is less (A)<u>the object of their fandom</u> than (B)<u>the attachments to (and differentiations from) one another that those affections afford</u>.<br><div style=""float: right;"">*embed : 끼워 넣다 **compelling: 강력한</div>",(A),(B),,,,,,
4,3D2_04_01,0,,1,1,다음 중 빈칸에 들어갈 말로 가장 적절한 것을 고르시오. ,"The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on the conviction that praise and rewards flow from effort alone. In the face of this embarrassment, we ______________________. This can be seen, for example, in television coverage of the Olympics, which focuses less on the feats the athletes perform than on heartbreaking stories of the hardships and obstacles they have overcome, and the struggles they have gone through to triumph over injury, or a difficult childhood, or political turmoil in their native land.<br><div style=""float: right;"">*meritocratic: 능력주의의 **vindicate: (정당성을) 입증하다</div>",inflate the moral significance of effort and striving,put more emphasis on the results than on the process,believe that overcoming hardships is not that important,often appreciate the rewards earned through natural gifts,,,,0,,1,1,다음 중 (A)와 (B)가 의미하는 것을 고르시오.,"Fans feel for feeling’s own sake. They make meanings beyond what seems to be on offer. They build identities and experiences, and make artistic creations of their own to share with others. A person can be an individual fan, feeling an “idealized connection with a star, strong feelings of memory and nostalgia,” and engaging in activities like “collecting to develop a sense of self.” But, more often, individual experiences are embedded in social contexts where other people with shared attachments socialize around the object of their affections. Much of the pleasure of fandom __________________________. In their diaries, Bostonians of the 1800s described being part of the crowds at concerts as part of the pleasure of attendance. A compelling argument can be made that what fans love is less (A)<u>the object of their fandom</u> than (B)<u>the attachments to (and differentiations from) one another that those affections afford</u>.<br><div style=""float: right;"">*embed : 끼워 넣다 **compelling: 강력한</div>",(A) star (B) fans,(A) crowds (B) fans,(A) star (B) concerts,(A) crowds (B) attendance,,,,
4,3D2_04_01,0,,1,1,다음 중 빈칸 문장을 읽은 다음의 독해 방향을 고르시오. ,"Development can get very complicated and fanciful. A fugue by Johann Sebastian Bach illustrates how far this process could go, when a single melodic line, sometimes just a handful of notes, was all that the composer needed to create a brilliant work containing lots of intricate development within a coherent structure. Ludwig van Beethoven’s famous Fifth Symphony provides an exceptional example of how much mileage a classical composer can get out of a few notes and a simple rhythmic tapping. The opening da-da-da-DUM that everyone has heard somewhere or another _______________________________ throughout not only the opening movement, but the remaining three movements, like a kind of motto or a connective thread. Just as we don’t always see the intricate brushwork that goes into the creation of a painting, we may not always notice how Beethoven keeps finding fresh uses for his motto or how he develops his material into a large, cohesive statement. But a lot of the enjoyment we get from that mighty symphony stems from the inventiveness behind it, the impressive development of musical ideas.<br><div style=""float: right;"">*intricate: 복잡한 **coherent: 통일성 있는</div>",빈칸 뒤,빈칸 앞,,,,,,0,,0,3,다음 (A)~(D) 중 지칭하는 대상이 <u>다른</u> 것을 고르시오. ,"Fans feel for feeling’s own sake. They make meanings beyond what seems to be on offer. They build identities and experiences, and make artistic creations of their own to share with others. A person can be an individual fan, feeling an “idealized connection with a star, strong feelings of memory and nostalgia,” and engaging in activities like “collecting to develop a sense of self.” But, more often, individual experiences are embedded in social contexts where other people with shared attachments socialize around the object of their affections. Much of the pleasure of fandom ________________________________________. In their diaries, Bostonians of the 1800s described being part of (A)<u>the crowds at concerts</u> as part of the pleasure of attendance. A compelling argument can be made that what (B)<u>fans</u> love is less (C)<u>the object of their fandom</u> than the attachments to (and differentiations from) (D)<u>one another that those affections afford</u>.<br><div style=""float: right;"">*embed : 끼워 넣다 **compelling: 강력한</div>",(A),(B),(C),(D),,,,
